Лист;Строка;Тип связи;Книги;Номера деталей;Отметки источника;Комментарий
WK-20C;232;Прямая замена по строке;K1637 ↔ K1641;GB/T1228 М20X90 ↔ K1635.11.37.00;;
WK-20C;233;Прямая замена по строке;K1637 ↔ K1641;GB/T1229 M20 ↔ K1640.11.38.00;;
WK-20C;234;Прямая замена по строке;K1637 ↔ K1641;GB/T1230 20 ↔ K1635.11.39.00;;
WK-20C;235;Прямая замена по строке;K1637 ↔ K1641;K1635.11.36.00 ↔ K1629.11.12.06;;
WK-20C;236;Прямая замена по строке;K1637 ↔ K1641;K1635.11.37.00 ↔ K1635.11.12.07;;
WK-20C;237;Прямая замена по строке;K1637 ↔ K1641;K1635.11.38.00 ↔ GB/T1228 М16X45;;
WK-20C;238;Прямая замена по строке;K1637 ↔ K1641;K1635.11.39.00 ↔ GB/T889.1 M16;;
WK-20C;239;Прямая замена по строке;K1637 ↔ K1641;K1626.11.33.00 ↔ K1640.11.40.00;;
WK-20C;241;Прямая замена по строке;K1637 ↔ K1641;K1629.12.00 ↔ K1639.12.00;Да;Последняя производственная модель — K1639.12.00.
WK-20C;242;Прямая замена по строке;K1637 ↔ K1641;K1612.12.01 ↔ K1629.12.01;;Последняя производственная модель — K1629.12.01, оптимизация деталей.
WK-20C;243;Одинаковый номер;K1637 ↔ K1641;K1617.12.02 ↔ K1617.12.02;Да;
WK-20C;244;Одинаковый номер;K1637 ↔ K1641;K1601.12.03 ↔ K1601.12.03;Да;
WK-20C;245;Одинаковый номер;K1637 ↔ K1641;K1601.12.04 ↔ K1601.12.04;Да;
WK-20C;246;Одинаковый номер;K1637 ↔ K1641;K1617.12.05 ↔ K1617.12.05;Да;
WK-20C;247;Одинаковый номер;K1637 ↔ K1641;K1617.12.06 ↔ K1617.12.06;Да;
WK-20C;248;Одинаковый номер;K1637 ↔ K1641;GB/T32.1 М24X90 ↔ GB/T32.1 М24X90;Да;
WK-20C;249;Одинаковый номер;K1637 ↔ K1641;GB/T93 24 ↔ GB/T93 24;Да;
WK-20C;250;Одинаковый номер;K1637 ↔ K1641;K1601.12.07 ↔ K1601.12.07;Да;
WK-20C;251;Прямая замена по строке;K1637 ↔ K1641;K1605.12.01.00 ↔ K1639.12.01.00;;Последняя производственная модель — K1639.12.01.00, требования к технологии производства и изготовления.
WK-20C;252;Одинаковый номер;K1637 ↔ K1641;K1605.12.02.00 ↔ K1605.12.02.00;Да;
WK-20C;253;Одинаковый номер;K1637 ↔ K1641;K1605.12.08 ↔ K1605.12.08;Да;
WK-20C;254;Одинаковый номер;K1637 ↔ K1641;GB/T5783 М8X25 ↔ GB/T5783 М8X25;Да;
WK-20C;255;Одинаковый номер;K1637 ↔ K1641;GB/T93 8 ↔ GB/T93 8;Да;
WK-20C;256;Одинаковый номер;K1637 ↔ K1641;K1618.12.00-01 ↔ K1618.12.00-01;Да;
WK-20C;257;Одинаковый номер;K1637 ↔ K1641;K1618.12.09 ↔ K1618.12.09;Да;
WK-20C;258;Одинаковый номер;K1637 ↔ K1641;K1629.13.00 ↔ K1629.13.00;Да;
WK-20C;259;Одинаковый номер;K1637 ↔ K1641;K1629.13.01.00 ↔ K1629.13.01.00;Да;
WK-20C;260;Одинаковый номер;K1637 ↔ K1641;K1601.13.02 ↔ K1601.13.02;Да;
WK-20C;261;Одинаковый номер;K1637 ↔ K1641;GB/T91 5X32 ↔ GB/T91 5X32;Да;
WK-20C;262;Одинаковый номер;K1637 ↔ K1641;K1601.13.04 ↔ K1601.13.04;Да;
WK-20C;263;Одинаковый номер;K1637 ↔ K1641;K1629.13.05.00 ↔ K1629.13.05.00;Да;
WK-20C;264;Одинаковый номер;K1637 ↔ K1641;K1601.13.06 ↔ K1601.13.06;Да;
WK-20C;265;Прямая замена по строке;K1637 ↔ K1641;K1636.15.00 ↔ K1640.15.00;;
WK-20C;266;Прямая замена по строке;K1637 ↔ K1641;K1636.15.01.00 ↔ K1640.15.01.00;;
WK-20C;267;Прямая замена по строке;K1637 ↔ K1641;K1605.15.02.00 ↔ K1640.15.02.00;;
WK-20C;268;Прямая замена по строке;K1637 ↔ K1641;K1605.15.08.00 ↔ K1639.15.08.00;;
WK-20C;269;Одинаковый номер;K1637 ↔ K1641;K1636.15.00-01 ↔ K1636.15.00-01;Да;
WK-20C;270;Одинаковый номер;K1637 ↔ K1641;K1605.15.03 ↔ K1605.15.03;Да;
WK-20C;271;Одинаковый номер;K1637 ↔ K1641;K1605.15.04 ↔ K1605.15.04;Да;
WK-20C;272;Одинаковый номер;K1637 ↔ K1641;K1605.15.05 ↔ K1605.15.05;Да;
WK-20C;273;Одинаковый номер;K1637 ↔ K1641;K1605.15.06 ↔ K1605.15.06;Да;
WK-20C;274;Одинаковый номер;K1637 ↔ K1641;K1605.15.07 ↔ K1605.15.07;Да;
WK-20C;275;Одинаковый номер;K1637 ↔ K1641;K1605.15.13 ↔ K1605.15.13;Да;
WK-20C;276;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M42X150 ↔ GB/T5783 M42X150;Да;
WK-20C;277;Одинаковый номер;K1637 ↔ K1641;NL42 ↔ NL42;Да;
WK-20C;278;Прямая замена по строке;K1637 ↔ K1641;K1637.16.00 ↔ K1640.16.00;;
WK-20C;279;Прямая замена по строке;K1637 ↔ K1641;K1844.16.01.00 ↔ CK1846.16.01.00;;Последняя производственная модель — CK1846.16.01.00, требования к технологии производства и изготовления.
WK-20C;280;Прямая замена по строке;K1637 ↔ K1641;K1605.16.02.00 ↔ K1640.16.02.00;;
WK-20C;281;Одинаковый номер;K1637 ↔ K1641;K1629.16.03.00 ↔ K1629.16.03.00;Да;
WK-20C;282;Прямая замена по строке;K1637 ↔ K1641;K1622.16.04.00 ↔ K1639.16.04.00;;
WK-20C;283;Одинаковый номер;K1637 ↔ K1641;MB265 ↔ MB265;Да;
WK-20C;284;Одинаковый номер;K1637 ↔ K1641;K1605.16.01 ↔ K1605.16.01;Да;
WK-20C;285;Одинаковый номер;K1637 ↔ K1641;NL42 ↔ NL42;Да;
WK-20C;286;Одинаковый номер;K1637 ↔ K1641;K1605.16.02 ↔ K1605.16.02;Да;
WK-20C;287;Одинаковый номер;K1637 ↔ K1641;K1636.17.00 ↔ K1636.17.00;Да;
WK-20C;288;Одинаковый номер;K1637 ↔ K1641;K1627.17.01 ↔ K1627.17.01;Да;
WK-20C;289;Одинаковый номер;K1637 ↔ K1641;K1605.17.01 ↔ K1605.17.01;Да;
WK-20C;290;Прямая замена по строке;K1637 ↔ K1641;K1605.17.02 ↔ K1605.17.03;;
WK-20C;291;Прямая замена по строке;K1637 ↔ K1641;K1605.17.03 ↔ K1605.17.02;;
WK-20C;292;Одинаковый номер;K1637 ↔ K1641;TZB7232 M42X3 ↔ TZB7232 M42X3;Да;
WK-20C;293;Одинаковый номер;K1637 ↔ K1641;NL42 ↔ NL42;Да;
WK-20C;294;Одинаковый номер;K1637 ↔ K1641;K1605.17.15 ↔ K1605.17.15;Да;
WK-20C;295;Одинаковый номер;K1637 ↔ K1641;K1629.17.04 ↔ K1629.17.04;Да;
WK-20C;296;Одинаковый номер;K1637 ↔ K1641;K1605.17.05 ↔ K1605.17.05;Да;
WK-20C;297;Одинаковый номер;K1637 ↔ K1641;K1605.17.06 ↔ K1605.17.06;Да;
WK-20C;298;Одинаковый номер;K1637 ↔ K1641;K1605.17.07 ↔ K1605.17.07;Да;
WK-20C;299;Одинаковый номер;K1637 ↔ K1641;GB/T91 10X125 ↔ GB/T91 10X125;Да;
WK-20C;300;Одинаковый номер;K1637 ↔ K1641;K1605.17.08 ↔ K1605.17.08;Да;
WK-20C;301;Одинаковый номер;K1637 ↔ K1641;K1605.17.09 ↔ K1605.17.09;Да;
WK-20C;302;Одинаковый номер;K1637 ↔ K1641;K1605.17.11 ↔ K1605.17.11;Да;
WK-20C;303;Одинаковый номер;K1637 ↔ K1641;K1605.17.12 ↔ K1605.17.12;Да;
WK-20C;304;Одинаковый номер;K1637 ↔ K1641;K1605.17.13 ↔ K1605.17.13;Да;
WK-20C;305;Одинаковый номер;K1637 ↔ K1641;K1627.17.01.00 ↔ K1627.17.01.00;Да;
WK-20C;306;Одинаковый номер;K1637 ↔ K1641;K1605.17.14 ↔ K1605.17.14;Да;
WK-20C;307;Одинаковый номер;K1637 ↔ K1641;GB/T70.1  M16X50 ↔ GB/T70.1  M16X50;Да;
WK-20C;308;Одинаковый номер;K1637 ↔ K1641;GB/T93 16 ↔ GB/T93 16;Да;
WK-20C;309;Одинаковый номер;K1637 ↔ K1641;K1605.17.16 ↔ K1605.17.16;Да;
WK-20C;310;Одинаковый номер;K1637 ↔ K1641;K1627.17.02.00 ↔ K1627.17.02.00;Да;
WK-20C;311;Одинаковый номер;K1637 ↔ K1641;K1636.17.18 ↔ K1636.17.18;Да;
WK-20C;312;Одинаковый номер;K1637 ↔ K1641;K1627.17.19 ↔ K1627.17.19;Да;
WK-20C;313;Прямая замена по строке;K1637 ↔ K1641;K1630.18.00 ↔ K1640.18.00;;Последняя производственная модель — K1642.18.00.
WK-20C;314;Одинаковый номер;K1637 ↔ K1641;K1630.18.01.00 ↔ K1630.18.01.00;Да;Последняя производственная модель — K1642.18.01.00, требования к технологии производства и изготовления.
WK-20C;315;Одинаковый номер;K1637 ↔ K1641;K1629.18.02.00 ↔ K1629.18.02.00;Да;
WK-20C;316;Одинаковый номер;K1637 ↔ K1641;K1630.18.03.00 ↔ K1630.18.03.00;Да;Последняя производственная модель — K1642.18.03.00, требования к технологии производства и изготовления
WK-20C;317;Одинаковый номер;K1637 ↔ K1641;K1605.18.04.00 ↔ K1605.18.04.00;Да;
WK-20C;318;Одинаковый номер;K1637 ↔ K1641;K1630.18.05.00 ↔ K1630.18.05.00;Да;
WK-20C;319;Одинаковый номер;K1637 ↔ K1641;K1630.18.06.00 ↔ K1630.18.06.00;Да;Последняя производственная модель — K1642.18.06.00, требования к технологии производства и изготовления.
WK-20C;320;Прямая замена по строке;K1637 ↔ K1641;K1629.18.07.00 ↔ K1640.18.07.00;;Последняя производственная модель — K1640.18.07.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;321;Прямая замена по строке;K1637 ↔ K1641;K1629.18.08.00 ↔ K1640.18.08.00;;Последняя производственная модель — K1640.18.08.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;322;Одинаковый номер;K1637 ↔ K1641;K1605.18.09.00 ↔ K1605.18.09.00;Да;K1605.18.09.00
WK-20C;323;Одинаковый номер;K1637 ↔ K1641;K1629.18.10.00 ↔ K1629.18.10.00;Да;K1629.18.10.00
WK-20C;324;Прямая замена по строке;K1637 ↔ K1641;K1637.21.00 ↔ K1641.21.00;;Присоединительные размеры и пространство одинаковые, отличаются только стилем отделки в зависимости от года выпуска.
WK-20C;325;Прямая замена по строке;K1637 ↔ K1641;K1636.21.01.00 ↔ K1641.21.01.00;;
WK-20C;326;Прямая замена по строке;K1637 ↔ K1641;K1636.21.02.00 ↔ K1641.21.02.00;;
WK-20C;327;Прямая замена по строке;K1637 ↔ K1641;K1636.21.03.00 ↔ K1641.21.04.00;;
WK-20C;328;Прямая замена по строке;K1637 ↔ K1641;K1636.21.04.00 ↔ K1636.21.03.00;;
WK-20C;329;Одинаковый номер;K1637 ↔ K1641;K1636.21.05.00 ↔ K1636.21.05.00;Да;
WK-20C;330;Прямая замена по строке;K1637 ↔ K1641;K1636.21.06.00 ↔ K1641.21.06.00;;
WK-20C;331;Одинаковый номер;K1637 ↔ K1641;K1636.21.08.00 ↔ K1636.21.08.00;Да;
WK-20C;332;Одинаковый номер;K1637 ↔ K1641;K1630.21.09.00 ↔ K1630.21.09.00;Да;
WK-20C;333;Прямая замена по строке;K1637 ↔ K1641;K1636.21.10.00 ↔ K1641.21.10.00;;
WK-20C;334;Одинаковый номер;K1637 ↔ K1641;K1627.21.01 ↔ K1627.21.01;Да;
WK-20C;335;Одинаковый номер;K1637 ↔ K1641;K1627.21.02 ↔ K1627.21.02;Да;
WK-20C;336;Одинаковый номер;K1637 ↔ K1641;K1627.21.03 ↔ K1627.21.03;Да;
WK-20C;337;Одинаковый номер;K1637 ↔ K1641;K1627.21.04 ↔ K1627.21.04;Да;
WK-20C;338;Одинаковый номер;K1637 ↔ K1641;K1627.21.05 ↔ K1627.21.05;Да;
WK-20C;339;Одинаковый номер;K1637 ↔ K1641;K1627.21.06 ↔ K1627.21.06;Да;
WK-20C;340;Одинаковый номер;K1637 ↔ K1641;K1627.21.07 ↔ K1627.21.07;Да;
WK-20C;341;Одинаковый номер;K1637 ↔ K1641;GB/T5783 M8X40 ↔ GB/T5783 M8X40;Да;
WK-20C;342;Одинаковый номер;K1637 ↔ K1641;GB/T62.1 M8 ↔ GB/T62.1 M8;Да;
WK-20C;343;Прямая замена по строке;K1637 ↔ K1641;K1636.21.00-19 ↔ K1636.21.12.00;;
WK-20C;344;Прямая замена по строке;K1637 ↔ K1641;K1636.21.12.00 ↔ K1641.21.13.00;;
WK-20C;345;Прямая замена по строке;K1637 ↔ K1641;K1636.21.13.00 ↔ K1641.21.14.00;;
WK-20C;346;Прямая замена по строке;K1637 ↔ K1641;K1636.21.14.00 ↔ K1637.21.16.00;;
WK-20C;347;Прямая замена по строке;K1637 ↔ K1641;K1636.21.16.00 ↔ K1902.09.10.10.03.00;;
WK-20C;349;Прямая замена по строке;K1637 ↔ K1641;K1635.22.00 ↔ K1640.22.00;;Вентиляционно-пылеудаляющие устройства обоих моделей и все внутренние комплектующие универсальны. Последняя производственная модель — K1640.22.00, габаритные размеры совпадают, технологические требования: симметричность, сборка и сварка.
WK-20C;350;Прямая замена по строке;K1637 ↔ K1641;K1635.22.01.00 ↔ K1640.22.01.00;;
WK-20C;351;Прямая замена по строке;K1637 ↔ K1641;K1635.22.02.00 ↔ K1640.22.02.00;;
WK-20C;352;Прямая замена по строке;K1637 ↔ K1641;K1626.22.03.00 ↔ K1640.22.03.00;;
WK-20C;353;Прямая замена по строке;K1637 ↔ K1641;K1622.22.04.00 ↔ K1639.22.04.00;;
WK-20C;354;Прямая замена по строке;K1637 ↔ K1641;K1635.22.05.00 ↔ K1640.22.05.00;;
WK-20C;355;Прямая замена по строке;K1637 ↔ K1641;K1622.22.06.00 ↔ K1639.22.06.00;;
WK-20C;356;Одинаковый номер;K1637 ↔ K1641;K1622.22.07.00 ↔ K1622.22.07.00;Да;
WK-20C;357;Одинаковый номер;K1637 ↔ K1641;K1622.22.08.00 ↔ K1622.22.08.00;Да;
WK-20C;358;Одинаковый номер;K1637 ↔ K1641;K1627.22.09.00 ↔ K1627.22.09.00;Да;
WK-20C;359;Прямая замена по строке;K1637 ↔ K1641;K1629.22.10.00 ↔ K1640.22.10.00;;
WK-20C;360;Прямая замена по строке;K1637 ↔ K1641;K1622.22.11.00 ↔ K1640.22.11.00;;
WK-20C;361;Прямая замена по строке;K1637 ↔ K1641;K1622.22.12.00 ↔ K1640.22.12.00;;
WK-20C;362;Одинаковый номер;K1637 ↔ K1641;K1635.22.13.00 ↔ K1635.22.13.00;Да;
WK-20C;363;Прямая замена по строке;K1637 ↔ K1641;K1622.22.14.00 ↔ K1639.22.14.00;;
WK-20C;364;Одинаковый номер;K1637 ↔ K1641;K1627.22.11 ↔ K1627.22.11;Да;
WK-20C;365;Одинаковый номер;K1637 ↔ K1641;K1623.22.09 ↔ K1623.22.09;Да;
WK-20C;366;Одинаковый номер;K1637 ↔ K1641;K1622.22.01 ↔ K1622.22.01;Да;
WK-20C;367;Одинаковый номер;K1637 ↔ K1641;K1622.22.02 ↔ K1622.22.02;Да;
WK-20C;368;Одинаковый номер;K1637 ↔ K1641;K1622.22.03 ↔ K1622.22.03;Да;
WK-20C;369;Одинаковый номер;K1637 ↔ K1641;K1622.22.04 ↔ K1622.22.04;Да;
WK-20C;370;Одинаковый номер;K1637 ↔ K1641;K1622.22.05 ↔ K1622.22.05;Да;
WK-20C;371;Одинаковый номер;K1637 ↔ K1641;K1622.22.06 ↔ K1622.22.06;Да;
WK-20C;372;Прямая замена по строке;K1637 ↔ K1641;K1622.22.07 ↔ K1622.22.15.00;;
